hamlet,id,ranking_meeting,nhhrank,quota_final,maintreatment,elite_meeting
42,970,4,77,23,Hybrid,1.0
42,988,5,77,23,Hybrid,1.0
45,13,28,36,5,Hybrid,1.0
45,52,24,36,5,Hybrid,1.0
45,60,31,36,5,Hybrid,1.0
45,140,16,36,5,Hybrid,1.0
45,146,27,36,5,Hybrid,1.0
45,163,1,36,5,Hybrid,1.0
45,231,6,36,5,Hybrid,1.0
45,248,29,36,5,Hybrid,1.0
45,273,5,36,5,Hybrid,1.0
45,278,14,36,5,Hybrid,1.0
45,316,11,36,5,Hybrid,1.0
45,329,33,36,5,Hybrid,1.0
45,336,36,36,5,Hybrid,1.0
45,337,26,36,5,Hybrid,1.0
45,343,10,36,5,Hybrid,1.0
45,353,20,36,5,Hybrid,1.0
45,359,2,36,5,Hybrid,1.0
45,381,18,36,5,Hybrid,1.0
45,396,9,36,5,Hybrid,1.0
45,453,8,36,5,Hybrid,1.0
45,532,13,36,5,Hybrid,1.0
45,569,32,36,5,Hybrid,1.0
45,576,30,36,5,Hybrid,1.0
45,618,21,36,5,Hybrid,1.0
45,705,3,36,5,Hybrid,1.0
45,707,15,36,5,Hybrid,1.0
45,740,7,36,5,Hybrid,1.0
45,767,35,36,5,Hybrid,1.0
45,821,17,36,5,Hybrid,1.0
45,853,4,36,5,Hybrid,1.0
45,862,25,36,5,Hybrid,1.0
45,901,22,36,5,Hybrid,1.0
45,905,23,36,5,Hybrid,1.0
45,933,19,36,5,Hybrid,1.0
45,955,12,36,5,Hybrid,1.0
45,992,34,36,5,Hybrid,1.0
48,11,54,58,10,Hybrid,1.0
48,26,13,58,10,Hybrid,1.0
48,72,25,58,10,Hybrid,1.0
48,96,7,58,10,Hybrid,1.0
48,131,49,58,10,Hybrid,1.0
48,141,41,58,10,Hybrid,1.0
48,178,23,58,10,Hybrid,1.0
48,185,15,58,10,Hybrid,1.0
48,218,22,58,10,Hybrid,1.0
48,230,18,58,10,Hybrid,1.0
48,264,50,58,10,Hybrid,1.0
48,291,52,58,10,Hybrid,1.0
48,294,40,58,10,Hybrid,1.0
48,297,4,58,10,Hybrid,1.0
48,317,29,58,10,Hybrid,1.0
48,339,47,58,10,Hybrid,1.0
48,353,36,58,10,Hybrid,1.0
48,362,17,58,10,Hybrid,1.0
48,367,46,58,10,Hybrid,1.0
48,380,32,58,10,Hybrid,1.0
48,403,38,58,10,Hybrid,1.0
48,430,44,58,10,Hybrid,1.0
48,441,39,58,10,Hybrid,1.0
48,444,26,58,10,Hybrid,1.0
48,445,3,58,10,Hybrid,1.0
48,453,24,58,10,Hybrid,1.0
48,487,16,58,10,Hybrid,1.0
48,509,2,58,10,Hybrid,1.0
48,545,6,58,10,Hybrid,1.0
48,572,14,58,10,Hybrid,1.0
48,598,56,58,10,Hybrid,1.0
48,602,12,58,10,Hybrid,1.0
48,603,33,58,10,Hybrid,1.0
48,641,9,58,10,Hybrid,1.0
48,660,11,58,10,Hybrid,1.0
48,666,48,58,10,Hybrid,1.0
48,667,10,58,10,Hybrid,1.0
48,677,31,58,10,Hybrid,1.0
48,686,37,58,10,Hybrid,1.0
48,696,27,58,10,Hybrid,1.0
48,718,30,58,10,Hybrid,1.0
48,719,5,58,10,Hybrid,1.0
48,722,21,58,10,Hybrid,1.0
48,736,19,58,10,Hybrid,1.0
48,759,20,58,10,Hybrid,1.0
48,779,57,58,10,Hybrid,1.0
48,815,28,58,10,Hybrid,1.0
48,832,8,58,10,Hybrid,1.0
48,852,35,58,10,Hybrid,1.0
48,865,43,58,10,Hybrid,1.0
48,872,42,58,10,Hybrid,1.0
48,879,34,58,10,Hybrid,1.0
48,882,1,58,10,Hybrid,1.0
48,897,51,58,10,Hybrid,1.0
48,909,45,58,10,Hybrid,1.0
48,937,55,58,10,Hybrid,1.0
48,946,53,58,10,Hybrid,1.0
48,989,58,58,10,Hybrid,1.0
52,22,1,72,14,Hybrid,0.0
52,34,47,72,14,Hybrid,0.0
52,48,58,72,14,Hybrid,0.0
52,56,53,72,14,Hybrid,0.0
52,61,65,72,14,Hybrid,0.0
52,63,17,72,14,Hybrid,0.0
52,67,51,72,14,Hybrid,0.0
52,87,14,72,14,Hybrid,0.0
52,106,18,72,14,Hybrid,0.0
52,111,26,72,14,Hybrid,0.0
52,128,42,72,14,Hybrid,0.0
52,182,59,72,14,Hybrid,0.0
52,186,71,72,14,Hybrid,0.0
52,191,67,72,14,Hybrid,0.0
52,196,8,72,14,Hybrid,0.0
52,197,64,72,14,Hybrid,0.0
52,224,55,72,14,Hybrid,0.0
52,269,49,72,14,Hybrid,0.0
52,294,56,72,14,Hybrid,0.0
52,307,31,72,14,Hybrid,0.0
52,351,40,72,14,Hybrid,0.0
52,381,19,72,14,Hybrid,0.0
52,396,72,72,14,Hybrid,0.0
52,397,46,72,14,Hybrid,0.0
52,403,37,72,14,Hybrid,0.0
52,406,16,72,14,Hybrid,0.0
52,443,69,72,14,Hybrid,0.0
52,459,68,72,14,Hybrid,0.0
52,466,9,72,14,Hybrid,0.0
52,470,57,72,14,Hybrid,0.0
52,484,5,72,14,Hybrid,0.0
52,499,6,72,14,Hybrid,0.0
52,518,48,72,14,Hybrid,0.0
52,521,41,72,14,Hybrid,0.0
52,549,21,72,14,Hybrid,0.0
52,557,20,72,14,Hybrid,0.0
52,575,60,72,14,Hybrid,0.0
52,597,50,72,14,Hybrid,0.0
52,609,39,72,14,Hybrid,0.0
52,612,38,72,14,Hybrid,0.0
52,615,22,72,14,Hybrid,0.0
52,619,70,72,14,Hybrid,0.0
52,633,33,72,14,Hybrid,0.0
52,643,34,72,14,Hybrid,0.0
52,645,36,72,14,Hybrid,0.0
52,647,61,72,14,Hybrid,0.0
52,653,54,72,14,Hybrid,0.0
52,656,30,72,14,Hybrid,0.0
52,658,10,72,14,Hybrid,0.0
52,699,12,72,14,Hybrid,0.0
52,700,13,72,14,Hybrid,0.0
52,703,43,72,14,Hybrid,0.0
52,717,23,72,14,Hybrid,0.0
52,745,7,72,14,Hybrid,0.0
52,750,4,72,14,Hybrid,0.0
52,758,24,72,14,Hybrid,0.0
52,773,66,72,14,Hybrid,0.0
52,774,32,72,14,Hybrid,0.0
52,788,25,72,14,Hybrid,0.0
52,790,15,72,14,Hybrid,0.0
52,793,29,72,14,Hybrid,0.0
52,833,52,72,14,Hybrid,0.0
52,849,2,72,14,Hybrid,0.0
52,850,27,72,14,Hybrid,0.0
52,855,35,72,14,Hybrid,0.0
52,875,45,72,14,Hybrid,0.0
52,881,3,72,14,Hybrid,0.0
52,897,44,72,14,Hybrid,0.0
52,907,63,72,14,Hybrid,0.0
52,919,28,72,14,Hybrid,0.0
52,933,62,72,14,Hybrid,0.0
52,976,11,72,14,Hybrid,0.0
53,15,23,44,7,Hybrid,1.0
53,67,11,44,7,Hybrid,1.0
53,87,38,44,7,Hybrid,1.0
53,96,14,44,7,Hybrid,1.0
53,106,13,44,7,Hybrid,1.0
53,115,31,44,7,Hybrid,1.0
53,127,18,44,7,Hybrid,1.0
53,197,32,44,7,Hybrid,1.0
53,204,35,44,7,Hybrid,1.0
53,227,6,44,7,Hybrid,1.0
53,232,2,44,7,Hybrid,1.0
53,299,8,44,7,Hybrid,1.0
53,338,3,44,7,Hybrid,1.0
53,353,24,44,7,Hybrid,1.0
53,415,15,44,7,Hybrid,1.0
53,426,17,44,7,Hybrid,1.0
53,430,19,44,7,Hybrid,1.0
53,433,37,44,7,Hybrid,1.0
53,444,42,44,7,Hybrid,1.0
53,468,4,44,7,Hybrid,1.0
53,473,36,44,7,Hybrid,1.0
53,503,34,44,7,Hybrid,1.0
53,508,20,44,7,Hybrid,1.0
53,564,1,44,7,Hybrid,1.0
53,579,44,44,7,Hybrid,1.0
53,593,25,44,7,Hybrid,1.0
53,627,9,44,7,Hybrid,1.0
53,637,29,44,7,Hybrid,1.0
53,651,30,44,7,Hybrid,1.0
53,662,10,44,7,Hybrid,1.0
53,700,26,44,7,Hybrid,1.0
53,737,41,44,7,Hybrid,1.0
53,777,40,44,7,Hybrid,1.0
53,796,16,44,7,Hybrid,1.0
53,866,28,44,7,Hybrid,1.0
53,876,33,44,7,Hybrid,1.0
53,894,27,44,7,Hybrid,1.0
53,901,12,44,7,Hybrid,1.0
53,915,7,44,7,Hybrid,1.0
53,924,22,44,7,Hybrid,1.0
53,945,43,44,7,Hybrid,1.0
53,955,21,44,7,Hybrid,1.0
53,960,5,44,7,Hybrid,1.0
53,981,39,44,7,Hybrid,1.0
54,17,9,65,6,Hybrid,0.0
54,18,33,65,6,Hybrid,0.0
54,23,20,65,6,Hybrid,0.0
54,25,61,65,6,Hybrid,0.0
54,32,45,65,6,Hybrid,0.0
54,40,31,65,6,Hybrid,0.0
54,41,43,65,6,Hybrid,0.0
54,47,1,65,6,Hybrid,0.0
54,82,32,65,6,Hybrid,0.0
54,100,41,65,6,Hybrid,0.0
54,105,4,65,6,Hybrid,0.0
54,109,46,65,6,Hybrid,0.0
54,145,19,65,6,Hybrid,0.0
54,166,5,65,6,Hybrid,0.0
54,173,50,65,6,Hybrid,0.0
54,183,40,65,6,Hybrid,0.0
54,202,39,65,6,Hybrid,0.0
54,212,49,65,6,Hybrid,0.0
54,217,26,65,6,Hybrid,0.0
54,223,14,65,6,Hybrid,0.0
54,236,25,65,6,Hybrid,0.0
54,257,53,65,6,Hybrid,0.0
54,259,10,65,6,Hybrid,0.0
54,287,52,65,6,Hybrid,0.0
54,290,57,65,6,Hybrid,0.0
54,291,58,65,6,Hybrid,0.0
54,304,16,65,6,Hybrid,0.0
54,308,34,65,6,Hybrid,0.0
54,315,42,65,6,Hybrid,0.0
54,335,11,65,6,Hybrid,0.0
54,348,65,65,6,Hybrid,0.0
54,368,64,65,6,Hybrid,0.0
54,390,21,65,6,Hybrid,0.0
54,412,17,65,6,Hybrid,0.0
54,413,15,65,6,Hybrid,0.0
54,427,59,65,6,Hybrid,0.0
54,433,27,65,6,Hybrid,0.0
54,459,38,65,6,Hybrid,0.0
54,468,23,65,6,Hybrid,0.0
54,494,18,65,6,Hybrid,0.0
54,497,6,65,6,Hybrid,0.0
54,508,48,65,6,Hybrid,0.0
54,522,47,65,6,Hybrid,0.0
54,532,30,65,6,Hybrid,0.0
54,549,60,65,6,Hybrid,0.0
54,555,13,65,6,Hybrid,0.0
54,568,12,65,6,Hybrid,0.0
54,570,28,65,6,Hybrid,0.0
54,606,8,65,6,Hybrid,0.0
54,642,7,65,6,Hybrid,0.0
54,651,2,65,6,Hybrid,0.0
54,657,44,65,6,Hybrid,0.0
54,669,56,65,6,Hybrid,0.0
54,706,55,65,6,Hybrid,0.0
54,711,37,65,6,Hybrid,0.0
54,712,54,65,6,Hybrid,0.0
54,747,29,65,6,Hybrid,0.0
54,773,62,65,6,Hybrid,0.0
54,792,22,65,6,Hybrid,0.0
54,822,63,65,6,Hybrid,0.0
54,844,3,65,6,Hybrid,0.0
54,867,51,65,6,Hybrid,0.0
54,873,24,65,6,Hybrid,0.0
54,920,36,65,6,Hybrid,0.0
54,965,35,65,6,Hybrid,0.0
61,61,62,71,27,Hybrid,1.0
61,72,30,71,27,Hybrid,1.0
61,80,55,71,27,Hybrid,1.0
61,91,51,71,27,Hybrid,1.0
61,93,67,71,27,Hybrid,1.0
61,95,69,71,27,Hybrid,1.0
61,102,64,71,27,Hybrid,1.0
61,143,41,71,27,Hybrid,1.0
61,144,31,71,27,Hybrid,1.0
61,172,53,71,27,Hybrid,1.0
61,173,47,71,27,Hybrid,1.0
61,175,32,71,27,Hybrid,1.0
61,181,35,71,27,Hybrid,1.0
61,191,48,71,27,Hybrid,1.0
61,210,28,71,27,Hybrid,1.0
61,230,36,71,27,Hybrid,1.0
61,251,3,71,27,Hybrid,1.0
61,290,42,71,27,Hybrid,1.0
61,299,71,71,27,Hybrid,1.0
61,306,49,71,27,Hybrid,1.0
61,331,63,71,27,Hybrid,1.0
61,342,50,71,27,Hybrid,1.0
61,346,2,71,27,Hybrid,1.0
61,365,9,71,27,Hybrid,1.0
61,402,66,71,27,Hybrid,1.0
61,409,17,71,27,Hybrid,1.0
61,413,33,71,27,Hybrid,1.0
61,415,59,71,27,Hybrid,1.0
61,452,21,71,27,Hybrid,1.0
61,456,16,71,27,Hybrid,1.0
61,457,14,71,27,Hybrid,1.0
61,470,12,71,27,Hybrid,1.0
61,476,7,71,27,Hybrid,1.0
61,479,57,71,27,Hybrid,1.0
61,516,39,71,27,Hybrid,1.0
61,554,1,71,27,Hybrid,1.0
61,558,22,71,27,Hybrid,1.0
61,566,25,71,27,Hybrid,1.0
61,582,20,71,27,Hybrid,1.0
61,591,40,71,27,Hybrid,1.0
61,593,37,71,27,Hybrid,1.0
61,597,60,71,27,Hybrid,1.0
61,598,61,71,27,Hybrid,1.0
61,618,29,71,27,Hybrid,1.0
61,621,70,71,27,Hybrid,1.0
61,627,27,71,27,Hybrid,1.0
61,632,6,71,27,Hybrid,1.0
61,637,56,71,27,Hybrid,1.0
61,665,11,71,27,Hybrid,1.0
61,698,68,71,27,Hybrid,1.0
61,728,54,71,27,Hybrid,1.0
61,745,15,71,27,Hybrid,1.0
61,749,8,71,27,Hybrid,1.0
61,760,19,71,27,Hybrid,1.0
61,797,10,71,27,Hybrid,1.0
61,806,18,71,27,Hybrid,1.0
61,810,45,71,27,Hybrid,1.0
61,812,43,71,27,Hybrid,1.0
61,837,4,71,27,Hybrid,1.0
61,856,65,71,27,Hybrid,1.0
61,869,23,71,27,Hybrid,1.0
61,871,38,71,27,Hybrid,1.0
61,880,26,71,27,Hybrid,1.0
61,907,5,71,27,Hybrid,1.0
61,908,24,71,27,Hybrid,1.0
61,939,13,71,27,Hybrid,1.0
61,951,46,71,27,Hybrid,1.0
61,964,34,71,27,Hybrid,1.0
61,966,52,71,27,Hybrid,1.0
61,977,58,71,27,Hybrid,1.0
61,979,44,71,27,Hybrid,1.0
67,5,9,12,3,Hybrid,0.0
67,318,12,12,3,Hybrid,0.0
67,500,7,12,3,Hybrid,0.0
67,539,10,12,3,Hybrid,0.0
67,601,1,12,3,Hybrid,0.0
67,734,3,12,3,Hybrid,0.0
67,858,6,12,3,Hybrid,0.0
67,860,5,12,3,Hybrid,0.0
67,898,8,12,3,Hybrid,0.0
67,907,4,12,3,Hybrid,0.0
67,915,11,12,3,Hybrid,0.0
67,929,2,12,3,Hybrid,0.0
69,5,34,35,9,Hybrid,1.0
69,36,10,35,9,Hybrid,1.0
69,59,29,35,9,Hybrid,1.0
69,70,25,35,9,Hybrid,1.0
69,78,18,35,9,Hybrid,1.0
69,102,21,35,9,Hybrid,1.0
69,105,22,35,9,Hybrid,1.0
69,163,9,35,9,Hybrid,1.0
69,278,11,35,9,Hybrid,1.0
69,295,35,35,9,Hybrid,1.0
69,310,1,35,9,Hybrid,1.0
69,315,27,35,9,Hybrid,1.0
69,330,15,35,9,Hybrid,1.0
69,365,32,35,9,Hybrid,1.0
69,376,4,35,9,Hybrid,1.0
69,408,26,35,9,Hybrid,1.0
69,433,31,35,9,Hybrid,1.0
69,458,20,35,9,Hybrid,1.0
69,505,6,35,9,Hybrid,1.0
69,529,28,35,9,Hybrid,1.0
69,532,17,35,9,Hybrid,1.0
69,582,13,35,9,Hybrid,1.0
69,596,3,35,9,Hybrid,1.0
69,623,12,35,9,Hybrid,1.0
69,631,5,35,9,Hybrid,1.0
69,693,8,35,9,Hybrid,1.0
69,708,23,35,9,Hybrid,1.0
69,770,14,35,9,Hybrid,1.0
69,838,19,35,9,Hybrid,1.0
69,853,16,35,9,Hybrid,1.0
69,866,24,35,9,Hybrid,1.0
69,920,2,35,9,Hybrid,1.0
69,940,7,35,9,Hybrid,1.0
69,948,30,35,9,Hybrid,1.0
69,981,33,35,9,Hybrid,1.0
70,1,148,154,44,Hybrid,0.0
70,3,59,154,44,Hybrid,0.0
70,5,149,154,44,Hybrid,0.0
70,8,62,154,44,Hybrid,0.0
70,10,122,154,44,Hybrid,0.0
70,13,88,154,44,Hybrid,0.0
70,17,109,154,44,Hybrid,0.0
70,22,137,154,44,Hybrid,0.0
70,26,46,154,44,Hybrid,0.0
70,35,107,154,44,Hybrid,0.0
70,44,144,154,44,Hybrid,0.0
70,45,17,154,44,Hybrid,0.0
70,46,19,154,44,Hybrid,0.0
70,47,115,154,44,Hybrid,0.0
70,49,28,154,44,Hybrid,0.0
70,51,142,154,44,Hybrid,0.0
70,61,132,154,44,Hybrid,0.0
70,72,68,154,44,Hybrid,0.0
70,83,1,154,44,Hybrid,0.0
70,87,91,154,44,Hybrid,0.0
70,90,76,154,44,Hybrid,0.0
70,91,6,154,44,Hybrid,0.0
70,118,106,154,44,Hybrid,0.0
70,136,31,154,44,Hybrid,0.0
70,151,147,154,44,Hybrid,0.0
70,156,13,154,44,Hybrid,0.0
70,158,154,154,44,Hybrid,0.0
70,163,108,154,44,Hybrid,0.0
70,167,112,154,44,Hybrid,0.0
70,172,98,154,44,Hybrid,0.0
70,173,16,154,44,Hybrid,0.0
70,174,4,154,44,Hybrid,0.0
70,195,48,154,44,Hybrid,0.0
70,196,113,154,44,Hybrid,0.0
70,198,96,154,44,Hybrid,0.0
70,200,151,154,44,Hybrid,0.0
70,202,23,154,44,Hybrid,0.0
70,210,134,154,44,Hybrid,0.0
70,218,86,154,44,Hybrid,0.0
70,238,133,154,44,Hybrid,0.0
70,243,73,154,44,Hybrid,0.0
70,245,11,154,44,Hybrid,0.0
70,258,101,154,44,Hybrid,0.0
70,264,49,154,44,Hybrid,0.0
70,269,47,154,44,Hybrid,0.0
70,272,32,154,44,Hybrid,0.0
70,278,36,154,44,Hybrid,0.0
70,283,81,154,44,Hybrid,0.0
70,291,114,154,44,Hybrid,0.0
70,292,77,154,44,Hybrid,0.0
70,299,126,154,44,Hybrid,0.0
70,312,121,154,44,Hybrid,0.0
70,316,57,154,44,Hybrid,0.0
70,317,22,154,44,Hybrid,0.0
70,325,131,154,44,Hybrid,0.0
70,330,119,154,44,Hybrid,0.0
70,336,37,154,44,Hybrid,0.0
70,338,33,154,44,Hybrid,0.0
70,339,143,154,44,Hybrid,0.0
70,357,26,154,44,Hybrid,0.0
70,364,45,154,44,Hybrid,0.0
70,377,54,154,44,Hybrid,0.0
70,379,27,154,44,Hybrid,0.0
70,383,116,154,44,Hybrid,0.0
70,387,24,154,44,Hybrid,0.0
70,408,10,154,44,Hybrid,0.0
70,428,125,154,44,Hybrid,0.0
70,440,61,154,44,Hybrid,0.0
70,443,35,154,44,Hybrid,0.0
70,444,69,154,44,Hybrid,0.0
70,445,66,154,44,Hybrid,0.0
70,446,117,154,44,Hybrid,0.0
70,452,63,154,44,Hybrid,0.0
70,455,25,154,44,Hybrid,0.0
70,473,150,154,44,Hybrid,0.0
70,496,9,154,44,Hybrid,0.0
70,517,123,154,44,Hybrid,0.0
70,556,83,154,44,Hybrid,0.0
70,558,15,154,44,Hybrid,0.0
70,562,7,154,44,Hybrid,0.0
70,568,87,154,44,Hybrid,0.0
70,577,84,154,44,Hybrid,0.0
70,587,71,154,44,Hybrid,0.0
70,588,145,154,44,Hybrid,0.0
70,600,51,154,44,Hybrid,0.0
70,608,100,154,44,Hybrid,0.0
70,612,111,154,44,Hybrid,0.0
70,613,2,154,44,Hybrid,0.0
70,615,105,154,44,Hybrid,0.0
70,624,52,154,44,Hybrid,0.0
70,627,60,154,44,Hybrid,0.0
70,643,141,154,44,Hybrid,0.0
70,646,41,154,44,Hybrid,0.0
70,652,140,154,44,Hybrid,0.0
70,654,34,154,44,Hybrid,0.0
70,657,153,154,44,Hybrid,0.0
70,664,99,154,44,Hybrid,0.0
70,667,21,154,44,Hybrid,0.0
70,671,95,154,44,Hybrid,0.0
70,679,42,154,44,Hybrid,0.0
70,690,146,154,44,Hybrid,0.0
70,691,79,154,44,Hybrid,0.0
70,692,139,154,44,Hybrid,0.0
70,693,18,154,44,Hybrid,0.0
70,698,92,154,44,Hybrid,0.0
70,699,56,154,44,Hybrid,0.0
70,713,127,154,44,Hybrid,0.0
70,721,43,154,44,Hybrid,0.0
70,722,72,154,44,Hybrid,0.0
70,735,85,154,44,Hybrid,0.0
70,750,39,154,44,Hybrid,0.0
70,751,53,154,44,Hybrid,0.0
70,752,97,154,44,Hybrid,0.0
70,753,3,154,44,Hybrid,0.0
70,760,65,154,44,Hybrid,0.0
70,762,118,154,44,Hybrid,0.0
70,766,8,154,44,Hybrid,0.0
70,768,138,154,44,Hybrid,0.0
70,774,110,154,44,Hybrid,0.0
70,775,120,154,44,Hybrid,0.0
70,776,89,154,44,Hybrid,0.0
70,790,58,154,44,Hybrid,0.0
70,792,40,154,44,Hybrid,0.0
70,793,129,154,44,Hybrid,0.0
70,798,70,154,44,Hybrid,0.0
70,800,67,154,44,Hybrid,0.0
70,804,94,154,44,Hybrid,0.0
70,812,93,154,44,Hybrid,0.0
70,813,44,154,44,Hybrid,0.0
70,820,130,154,44,Hybrid,0.0
70,825,78,154,44,Hybrid,0.0
70,844,102,154,44,Hybrid,0.0
70,859,128,154,44,Hybrid,0.0
70,869,135,154,44,Hybrid,0.0
70,880,80,154,44,Hybrid,0.0
70,887,5,154,44,Hybrid,0.0
70,895,14,154,44,Hybrid,0.0
70,897,82,154,44,Hybrid,0.0
70,901,74,154,44,Hybrid,0.0
70,905,38,154,44,Hybrid,0.0
70,920,29,154,44,Hybrid,0.0
70,933,103,154,44,Hybrid,0.0
70,937,124,154,44,Hybrid,0.0
70,944,12,154,44,Hybrid,0.0
70,963,152,154,44,Hybrid,0.0
70,964,55,154,44,Hybrid,0.0
70,966,90,154,44,Hybrid,0.0
70,968,50,154,44,Hybrid,0.0
70,970,136,154,44,Hybrid,0.0
70,971,20,154,44,Hybrid,0.0
70,975,64,154,44,Hybrid,0.0
70,979,75,154,44,Hybrid,0.0
70,981,104,154,44,Hybrid,0.0
70,994,30,154,44,Hybrid,0.0
72,3,55,90,27,Hybrid,0.0
72,7,3,90,27,Hybrid,0.0
72,8,56,90,27,Hybrid,0.0
72,31,8,90,27,Hybrid,0.0
72,66,46,90,27,Hybrid,0.0
72,69,57,90,27,Hybrid,0.0
72,79,77,90,27,Hybrid,0.0
72,95,24,90,27,Hybrid,0.0
72,101,23,90,27,Hybrid,0.0
72,121,85,90,27,Hybrid,0.0
72,133,22,90,27,Hybrid,0.0
72,160,29,90,27,Hybrid,0.0
72,200,6,90,27,Hybrid,0.0
72,207,78,90,27,Hybrid,0.0
72,212,52,90,27,Hybrid,0.0
72,228,75,90,27,Hybrid,0.0
72,231,70,90,27,Hybrid,0.0
72,279,79,90,27,Hybrid,0.0
72,290,11,90,27,Hybrid,0.0
72,297,39,90,27,Hybrid,0.0
72,315,14,90,27,Hybrid,0.0
72,341,59,90,27,Hybrid,0.0
72,346,27,90,27,Hybrid,0.0
72,350,64,90,27,Hybrid,0.0
72,358,65,90,27,Hybrid,0.0
72,367,90,90,27,Hybrid,0.0
72,371,40,90,27,Hybrid,0.0
72,373,36,90,27,Hybrid,0.0
72,378,25,90,27,Hybrid,0.0
72,385,2,90,27,Hybrid,0.0
72,394,76,90,27,Hybrid,0.0
72,411,33,90,27,Hybrid,0.0
72,417,71,90,27,Hybrid,0.0
72,418,72,90,27,Hybrid,0.0
72,425,69,90,27,Hybrid,0.0
72,434,68,90,27,Hybrid,0.0
72,439,74,90,27,Hybrid,0.0
72,445,43,90,27,Hybrid,0.0
72,446,83,90,27,Hybrid,0.0
72,452,21,90,27,Hybrid,0.0
72,455,35,90,27,Hybrid,0.0
72,483,45,90,27,Hybrid,0.0
72,498,4,90,27,Hybrid,0.0
72,506,38,90,27,Hybrid,0.0
72,514,20,90,27,Hybrid,0.0
72,519,87,90,27,Hybrid,0.0
72,534,17,90,27,Hybrid,0.0
72,546,34,90,27,Hybrid,0.0
72,553,7,90,27,Hybrid,0.0
72,561,80,90,27,Hybrid,0.0
72,563,19,90,27,Hybrid,0.0
72,573,41,90,27,Hybrid,0.0
72,590,50,90,27,Hybrid,0.0
72,591,60,90,27,Hybrid,0.0
72,608,73,90,27,Hybrid,0.0
72,624,61,90,27,Hybrid,0.0
72,639,10,90,27,Hybrid,0.0
72,644,86,90,27,Hybrid,0.0
72,664,49,90,27,Hybrid,0.0
72,669,9,90,27,Hybrid,0.0
72,691,5,90,27,Hybrid,0.0
72,704,62,90,27,Hybrid,0.0
72,707,84,90,27,Hybrid,0.0
72,711,54,90,27,Hybrid,0.0
72,728,63,90,27,Hybrid,0.0
72,746,48,90,27,Hybrid,0.0
72,755,47,90,27,Hybrid,0.0
72,758,31,90,27,Hybrid,0.0
72,761,42,90,27,Hybrid,0.0
72,765,44,90,27,Hybrid,0.0
72,777,67,90,27,Hybrid,0.0
72,778,32,90,27,Hybrid,0.0
72,790,89,90,27,Hybrid,0.0
72,803,51,90,27,Hybrid,0.0
72,806,18,90,27,Hybrid,0.0
72,830,82,90,27,Hybrid,0.0
72,842,1,90,27,Hybrid,0.0
72,844,58,90,27,Hybrid,0.0
72,847,26,90,27,Hybrid,0.0
72,856,66,90,27,Hybrid,0.0
72,876,16,90,27,Hybrid,0.0
72,879,13,90,27,Hybrid,0.0
72,881,53,90,27,Hybrid,0.0
72,901,12,90,27,Hybrid,0.0
72,910,30,90,27,Hybrid,0.0
72,917,81,90,27,Hybrid,0.0
72,931,28,90,27,Hybrid,0.0
72,966,15,90,27,Hybrid,0.0
72,979,37,90,27,Hybrid,0.0
72,992,88,90,27,Hybrid,0.0
73,12,9,41,8,Hybrid,0.0
73,48,34,41,8,Hybrid,0.0
73,49,29,41,8,Hybrid,0.0
73,54,38,41,8,Hybrid,0.0
73,91,21,41,8,Hybrid,0.0
73,108,3,41,8,Hybrid,0.0
73,135,11,41,8,Hybrid,0.0
73,194,40,41,8,Hybrid,0.0
73,199,37,41,8,Hybrid,0.0
73,242,30,41,8,Hybrid,0.0
73,243,19,41,8,Hybrid,0.0
73,315,22,41,8,Hybrid,0.0
73,329,1,41,8,Hybrid,0.0
73,366,2,41,8,Hybrid,0.0
73,371,27,41,8,Hybrid,0.0
73,417,31,41,8,Hybrid,0.0
73,423,17,41,8,Hybrid,0.0
73,429,36,41,8,Hybrid,0.0
73,462,12,41,8,Hybrid,0.0
73,505,4,41,8,Hybrid,0.0
73,506,24,41,8,Hybrid,0.0
73,538,25,41,8,Hybrid,0.0
73,576,32,41,8,Hybrid,0.0
73,583,18,41,8,Hybrid,0.0
73,621,14,41,8,Hybrid,0.0
73,631,6,41,8,Hybrid,0.0
73,640,16,41,8,Hybrid,0.0
73,654,35,41,8,Hybrid,0.0
73,666,20,41,8,Hybrid,0.0
73,681,39,41,8,Hybrid,0.0
73,703,5,41,8,Hybrid,0.0
73,733,26,41,8,Hybrid,0.0
73,757,7,41,8,Hybrid,0.0
73,764,33,41,8,Hybrid,0.0
73,780,8,41,8,Hybrid,0.0
73,872,13,41,8,Hybrid,0.0
73,880,23,41,8,Hybrid,0.0
73,890,10,41,8,Hybrid,0.0
73,895,15,41,8,Hybrid,0.0
73,959,41,41,8,Hybrid,0.0
73,999,28,41,8,Hybrid,0.0
77,2,29,42,7,Hybrid,1.0
77,5,22,42,7,Hybrid,1.0
77,17,41,42,7,Hybrid,1.0
77,44,21,42,7,Hybrid,1.0
77,49,23,42,7,Hybrid,1.0
77,227,14,42,7,Hybrid,1.0
77,228,1,42,7,Hybrid,1.0
77,250,4,42,7,Hybrid,1.0
77,264,35,42,7,Hybrid,1.0
77,266,27,42,7,Hybrid,1.0
77,360,24,42,7,Hybrid,1.0
77,364,28,42,7,Hybrid,1.0
77,371,8,42,7,Hybrid,1.0
77,411,36,42,7,Hybrid,1.0
77,428,9,42,7,Hybrid,1.0
77,535,3,42,7,Hybrid,1.0
77,539,17,42,7,Hybrid,1.0
77,580,26,42,7,Hybrid,1.0
